"SERIAL 
NUMBER",BANK NAME,BANK ID,BRANCH NAME,BRANCH ADDRESS,MAP COORDINATES,BRANCH POPULATION,POPULATION RATIO,YEAR,REVENUE,EXPENSE,PROFIT,BRANCH CODE,DIVISION NAME,DISTRICT NAME,THANA NAME
636,AGRANI BANK PLC,11,ANDULBARIA,"Andulbaria, Jiban Nagar, Chuadanga 7222","23.431935721088294, 88.82023790224541",108776,0.63%,2019,49146444.8,40934079.35,976359,110762,KHULNA,CHUADANGA,JIBAN NAGAR
637,AGRANI BANK PLC,11,ASMANKHALI,"Halud Patty, Alamdanga, Chuadanga 7210","23.73113583391235, 89.04554160493768",62266,0.36%,2019,28132524.94,23431583.16,558889.75,110763,KHULNA,CHUADANGA,ALAMDANGA
638,AGRANI BANK PLC,11,CHUADANGA,Chuadanga 7200,"23.646250544236732, 88.84546077323785",172664,1.00%,2019,78011827.32,64976059.66,1549807.93,110764,KHULNA,CHUADANGA,CHUADANGA SADAR
639,AGRANI BANK PLC,11,DARSANA,"Darshana, Damurhudam, Chuadanga 7221","23.643973911148912, 88.841905981674",289577,1.68%,2019,130834442.7,108972021.9,2599198.92,110765,KHULNA,CHUADANGA,DAMURHUDA
640,AGRANI BANK PLC,11,JIBANNAGAR,"Jiban Nagar, Daulatganj, Chuadanga 7230","23.64644638428161, 88.8412191968329",88999,0.52%,2019,40210727.56,33491519.47,798839.18,110766,KHULNA,CHUADANGA,JIBAN NAGAR
641,AGRANI BANK PLC,11,HARDI,"Halud Patty, Alamdanga, Chuadanga 7210","23.663428100843742, 88.97065187713036",96858,0.56%,2019,43761705.46,36449129.35,869384.05,110767,KHULNA,CHUADANGA,ALAMDANGA
642,AGRANI BANK PLC,11,KADERGANJ,"Kedarganj, Chuadanga 7200","23.656824361939897, 88.84396577890817",141271,0.82%,2019,63827858.71,53162230.63,1268024.67,110768,KHULNA,CHUADANGA,CHUADANGA SADAR
643,AGRANI BANK PLC,11,RADHAKANTAPUR,"Halud Patty, Alamdanga, Chuadanga 7210","23.728460744430365, 89.05579578214193",69184,0.40%,2019,31258361.04,26035092.4,620988.61,110769,KHULNA,CHUADANGA,ALAMDANGA
644,AGRANI BANK PLC,11,KHASHKARARA,"Halud Patty, Alamdanga, Chuadanga 7210","23.75982571462918, 88.94461673175174",79562,0.46%,2019,35947115.2,29940356.25,714136.9,110770,KHULNA,CHUADANGA,ALAMDANGA
645,AGRANI BANK PLC,11,BAGHERPARA,"Bagherpara, Narail 7470","23.192213768192875, 89.49386910108508",97604,0.57%,2019,44098526.99,36729668.04,876075.45,110781,KHULNA,JASHORE,BAGERPARA
646,AGRANI BANK PLC,11,NOWAPARA,"Noapara Bazar, Abhaynagar, Jessore 7460","23.164940170760673, 89.2108545156256",262434,1.52%,2019,118570902.1,98757717.6,2355567.5,110782,KHULNA,JASHORE,ABHOYNAGAR
647,AGRANI BANK PLC,11,DARATANA ROAD,"Garikhana Road, Jessore Sadar, Jessore 7400","23.139595442337182, 89.25044056166038",17546,0.10%,2019,7927303.87,6602652.28,157486.36,110783,KHULNA,JASHORE,KOTWALI
648,AGRANI BANK PLC,11,GODKHALI BAZAR,"Godkhali, Jhikargachha, Jessore 7420","23.164742893883513, 89.21098326166037",98640,0.57%,2019,44566599.99,37119526.1,885374.34,110784,KHULNA,JASHORE,JHIKARGACHA
649,AGRANI BANK PLC,11,BAZAR (H.M.M.ROAD),H M M Road Kotwali Jashore,"23.166370916750875, 89.21146433864261",15039,0.09%,2019,6794831.89,5659416.24,134988.31,110785,KHULNA,JASHORE,KOTWALI
650,AGRANI BANK PLC,11,HASHIMPUR,"Hashimpur, Jessore Sadar, Jessore 7400","23.219902830261077, 89.22890293083019",20052,0.12%,2019,9059775.85,7545888.31,179984.41,110786,KHULNA,JASHORE,KOTWALI
651,AGRANI BANK PLC,11,BIMANGHATI,"BAF, Jessore Sadar, Jessore 7404","23.169560202245773, 89.21186952963532",10026,0.06%,2019,4529887.92,3772944.16,89992.2,110787,KHULNA,JASHORE,KOTWALI
652,AGRANI BANK PLC,11,JHIKARGACHHA,"Jhikargachha, Jessore 7420","23.16986512270469, 89.21186949468112",95651,0.55%,2019,43216096.96,35994691.97,858544.82,110788,KHULNA,JASHORE,JHIKARGACHA
653,AGRANI BANK PLC,11,JHUMJHUMPUR,"Jhumjhumpur, Narail Road, Jessore 7400","23.163857284746072, 89.23349879356984",20052,0.12%,2019,9059775.85,7545888.31,179984.41,110789,KHULNA,JASHORE,KOTWALI
654,AGRANI BANK PLC,11,JESSORE,"Shahid Road, Jessore 7400","23.166045360752513, 89.21032443740152",27572,0.16%,2019,12457191.79,10375596.43,247478.56,110790,KHULNA,JASHORE,KOTWALI
655,AGRANI BANK PLC,11,PULERHAT,"Pulerhat, Chanchra, Jessore 7402","23.164703438473193, 89.21055410821111",22559,0.13%,2019,10192247.83,8489124.35,202482.46,110792,KHULNA,JASHORE,KOTWALI
656,AGRANI BANK PLC,11,RAIL BAZAR,"Rail Road, Jessore Sadar, Jessore 7400","23.13975329348525, 89.25005432355604",42611,0.25%,2019,19252023.68,16035012.67,382466.86,110793,KHULNA,JASHORE,KOTWALI
657,AGRANI BANK PLC,11,RAJARHAT,"Rajarhat, Ramnagar, Jessore 7400","23.139504193239784, 89.25023834021655",32585,0.19%,2019,14722135.76,12262068.51,292474.66,110794,KHULNA,JASHORE,KOTWALI
658,AGRANI BANK PLC,11,GANGANANDAPUR,"Ganga Nandanpur, Jhikargachha, Jessore 7420","23.053651288369213, 88.90030054578686",104618,0.61%,2019,47267606.05,39369194.34,939033.39,110795,KHULNA,JASHORE,JHIKARGACHA
659,AGRANI BANK PLC,11,BENAPOLE BAZAR,"Benapole Bazar, Benapole Port, Jessore 7431","23.045768366843447, 88.90332259856481",36524,0.21%,2019,16501991.47,13744510.53,327833.84,110796,KHULNA,JASHORE,BENAPOLE
660,AGRANI BANK PLC,11,BHANGURA BAZAR,"Bhangura Bazar, Bagherpara, Narail 7470","23.225855049359335, 89.22839482765323",119293,0.69%,2019,53898199.66,44891816.5,1070758.89,110797,KHULNA,JASHORE,BAGERPARA
661,AGRANI BANK PLC,11,SHEIKHHATI,"Jail Road, Upashahar, Jessore 7401","23.174495983084338, 89.21237100436647",20052,0.12%,2019,9059775.85,7545888.31,179984.41,110798,KHULNA,JASHORE,KOTWALI
662,AGRANI BANK PLC,11,PROTAPPUR,"Keshabpur, Jessore 7450","23.22706581645849, 89.22850675450717",154508,0.89%,2019,69808701.09,58143674.92,1386842,110800,KHULNA,JASHORE,KESHABPUR
663,AGRANI BANK PLC,11,KESHABPUR,"Keshabpur, Jessore 7450","23.18064383938187, 89.03175489741074",280924,1.63%,2019,126924911.1,105715772.6,2521530.91,110801,KHULNA,JASHORE,KESHABPUR
664,AGRANI BANK PLC,11,JSTU,"Jessore University of Science & Technology, Churamonkathi,Chaugachha Rd, Jessore 7408","23.235061126569047, 89.12349703489309",10026,0.06%,2019,4529887.92,3772944.16,89992.2,110802,KHULNA,JASHORE,KOTWALI
665,AGRANI BANK PLC,11,AMUA BAZAR,"DC Road, Amua Bazar, Kathalia, Barisal 8431","22.389217455922733, 90.07823268414187",130364,1.68%,2019,57168205.23,47615404.5,1135721.86,110805,BARISHAL,JHALOKATHI,KATHALIA
666,AGRANI BANK PLC,11,JHALOKATHI,"Baher Road, Jhalakathi 8400","22.67400883826451, 90.1911144313983",88029,1.13%,2019,38602944.16,32152396.49,766898.45,110806,BARISHAL,JHALOKATHI,JHALOKATI SADAR
667,AGRANI BANK PLC,11,SHEKHER HAT,"Shekherhat Bazar, Barisal 8404","22.632716830660726, 90.05923583669004",107590,1.38%,2019,47181376.19,39297373.49,937320.32,110807,BARISHAL,JHALOKATHI,JHALOKATI SADAR
668,AGRANI BANK PLC,11,NALCITY,Boalia Bazar Nalchity Jhalokati,"22.647884274567346, 90.19656480010958",193556,2.49%,2019,84879638.02,70696259.96,1686246.06,110808,BARISHAL,JHALOKATHI,NALCHITY
669,AGRANI BANK PLC,11,RUPATOLI,"Mollah Market, Kotwali, Barisal 8200","22.690748266898822, 90.34459808651735",37962,0.49%,2019,16647163.5,13865424.33,330717.88,110809,BARISHAL,BARISHAL,KOTWALI_BARISHAL
670,AGRANI BANK PLC,11,JHENAIDAH,Jhenaidah 7300,"23.53253560178812, 89.17077007992654",125091,0.72%,2019,56517450.29,47073390.64,1122793.76,110814,KHULNA,JHENAIDAH,JHENIDAH SADAR
671,AGRANI BANK PLC,11,KALIGANJ,"Naldanga Bazar, Kaliganj, Jhenaidah 7300","23.441695922320623, 89.1694642076506",274889,1.59%,2019,124198224,103444714.6,2467361.67,110815,KHULNA,JHENAIDAH,KALIGANJ
672,AGRANI BANK PLC,11,SADHUHATI,"Sadhuhati, Jhenaidah Sadar, Jhenaidah 7300","23.568587065843865, 89.02594697331503",108774,0.63%,2019,49145608.94,40933383.16,976342.4,110816,KHULNA,JHENAIDAH,JHENIDAH SADAR
673,AGRANI BANK PLC,11,BAZAR GOPALPUR,"Bazar Gopalpur, Jhenaidah Sadar, Jhenaidah 7300","23.53738629124318, 89.16979907009782",81581,0.47%,2019,36859206.71,30700037.37,732256.8,110817,KHULNA,JHENAIDAH,JHENIDAH SADAR
674,AGRANI BANK PLC,11,CHAPRAIL,"Naldanga Bazar, Kaliganj, Jhenaidah 7300","23.41774923841101, 89.13811987948598",96211,0.56%,2019,43469378.4,36205650.11,863576.59,110818,KHULNA,JHENAIDAH,KALIGANJ
675,AGRANI BANK PLC,11,KABIRPUR BAZAR,"Kabirpur, Shailakupa, Jhenaidah 7300","23.486972578939447, 88.8934949494202",361648,2.09%,2019,163397005,136093383.7,3246097.2,110819,KHULNA,JHENAIDAH,SAILKUPA
676,AGRANI BANK PLC,11,KANNADAH,"Kannadah, Harina Kundu, Jhenaidah 7300","23.602667270722065, 89.14549343629602",197723,1.14%,2019,89333678.12,74406030.46,1774731.44,110820,KHULNA,JHENAIDAH,HARINAKUNDU
677,AGRANI BANK PLC,11,HAMDAH BUS STAND,"Hamdah Bus Stand, Jhenaidah Sadar, Jhenaidah 7300","23.540361334640295, 89.17124264325173",97897,0.57%,2019,44231048.05,36840044.85,878708.16,110821,KHULNA,JHENAIDAH,JHENIDAH SADAR
678,AGRANI BANK PLC,11,HOLIDHANI BAZAR,"Haldhani Bazar, Jhenaidah Sadar, Jhenaidah 7300","23.545447637827735, 89.17203305006268",152284,0.88%,2019,68803852.52,57306736.43,1366879.36,110822,KHULNA,JHENAIDAH,JHENIDAH SADAR
679,AGRANI BANK PLC,11,NEVAL BASE (BNS TIT),"BIDC Road, Khalishpur, Khulna 9000","22.86082584722306, 89.54697283968784",54054,0.31%,2019,24422323.88,20341356.28,485181.7,110825,KHULNA,KHULNA,KHALISHPUR
680,AGRANI BANK PLC,11,BOYRA BAZAR,"BIDC Road, Khalishpur, Khulna 9000","22.837220593198996, 89.53238162238706",58755,0.34%,2019,26546004.21,22110169.87,527371.42,110826,KHULNA,KHULNA,KHALISHPUR
681,AGRANI BANK PLC,11,BAZUA BAZAR,"Union Council Building, Bazua, Dacop, Khulna 9272","22.600847902447477, 89.51921568321099",68542,0.40%,2019,30968207.2,25793423.23,615224.32,110827,KHULNA,KHULNA,DACOPE
682,AGRANI BANK PLC,11,BANRGATI BAZAR,"Haji Islami Link Road, Sonadanga, Khulna 9100","22.821558507209783, 89.55560755426471",34416,0.20%,2019,15549480.84,12951164.32,308910.96,110828,KHULNA,KHULNA,SONADANGA
683,AGRANI BANK PLC,11,BANKA BAZAR,"Banka Bazar, Paikgacha, Khulna 9281","22.610715599923203, 89.2611016458272",111592,0.65%,2019,50418793.34,41993818.59,1001635.89,110829,KHULNA,KHULNA,PAIKGACHA
684,AGRANI BANK PLC,11,CHALNA (BETBUNIYA),Chalna Bazar Dacope Khulna,"22.60091723679902, 89.51923714088345",83774,0.48%,2019,37850031.02,31525295.06,751940.83,110830,KHULNA,KHULNA,DACOPE
685,AGRANI BANK PLC,11,CHUKNAGAR,"Khulna-Jessore-Satkira Road, Chuknagar, Dumuria, Khulna 9250","22.854386269944904, 89.29792285911473",305675,1.77%,2019,138107716.7,115029932.6,2743692.11,110831,KHULNA,KHULNA,DUMURIA
686,AGRANI BANK PLC,11,CLAY ROAD,"Khan A Sobur Road, Kotwali, Khulna 9100","22.807966953641326, 89.56824289285072",23029,0.13%,2019,10404875.21,8666221.72,206706.58,110832,KHULNA,KHULNA,KOTWALI_KHULNA
687,AGRANI BANK PLC,11,DADA MATCH,"3/1, RAJIA MONZIL, Rupsa Stand Road, shipyard, Khulna Shipyard, Khulna","22.818669870993638, 89.56320500956221",28787,0.17%,2019,13006094.01,10832777.15,258383.23,110833,KHULNA,KHULNA,KOTWALI_KHULNA
688,AGRANI BANK PLC,11,DAULATPUR,"Khan A Sobur Road, Daulatpur, Khulna 9202","22.855092317612325, 89.5287399169836",456372,2.64%,2019,206194470.8,171739397.7,4096325.36,110834,KHULNA,KHULNA,DAULATPUR
689,AGRANI BANK PLC,11,FARAZIPARA,"Sher-e-Bangla Road, Kotwali, Khulna 9100","22.814105821245757, 89.55706400959971",30706,0.18%,2019,13873166.94,11554962.29,275608.78,110835,KHULNA,KHULNA,KOTWALI_KHULNA
690,AGRANI BANK PLC,11,FULTALA,"Khulna-Jessore Road, Phultala, Khulna 9210","22.980448473293876, 89.47522885149739",83881,0.49%,2019,37898465.3,31565635.97,752903.04,110836,KHULNA,KHULNA,PHULTALA
691,AGRANI BANK PLC,11,JAIGIRMAHAL,"Jaigir Mohal, Amadi, Koyra, Khulna 9291","22.481354428323492, 89.27913924482478",193931,1.12%,2019,87620405.98,72979045.9,1740695.03,110837,KHULNA,KHULNA,KOYRA
692,AGRANI BANK PLC,11,JESSORE ROAD,"Khan A Sobur Road, Sonadanga, Khulna 9100","22.869656229866923, 89.52641363793036",39578,0.23%,2019,17881902.96,14893838.97,355247.61,110838,KHULNA,KHULNA,SONADANGA
693,AGRANI BANK PLC,11,KDA NEW MARKET,"KDA New Market, Sonadanga, Khulna 9100","22.823022522992485, 89.55264342368932",48182,0.28%,2019,21769273.17,18131630.05,432475.35,110839,KHULNA,KHULNA,SONADANGA
694,AGRANI BANK PLC,11,KAPILMUNI,"Jafar Aulia Sarak, Kapilmuni Bazar, Paikgachha, Khulna 9282","22.666221213159094, 89.29018250630544",136391,0.79%,2019,61622969.64,51325778.28,1224221.64,110840,KHULNA,KHULNA,PAIKGACHA
695,AGRANI BANK PLC,11,KAZDIA,"Rupsa Stand Road, Kotwali, Khulna 9100","22.8034944984581, 89.57833410109923",189519,1.10%,2019,85627010.23,71318746.36,1701093.59,110841,KHULNA,KHULNA,RUPSA
696,AGRANI BANK PLC,11,KHALISHPUR,"BIDC Road, Khalishpur, Khulna 9000","22.85937951730697, 89.54722631019875",235018,1.36%,2019,106184016.9,88440679.47,2109485.67,110842,KHULNA,KHULNA,KHALISHPUR
697,AGRANI BANK PLC,11,KHAN JAHAN ALI ROAD,"Khan Jahan Ali Road, Kotwali, Khulna 9100","22.807191679549888, 89.56846939856",38382,0.22%,2019,17341458.68,14443702.86,344510.97,110843,KHULNA,KHULNA,KOTWALI_KHULNA
698,AGRANI BANK PLC,11,MAHESHWARPASHA,"Khan A Sobur Road, Daulatpur, Khulna 9202","22.807576376122526, 89.56852299056695",50201,0.29%,2019,22681391.79,18891333.75,450595.79,110845,KHULNA,KHULNA,DAULATPUR
699,AGRANI BANK PLC,11,RUPSA STRAND ROAD,"Rupsa Stand Road, Kotwali, Khulna 9100","22.802867916741064, 89.57832236520487",21110,0.12%,2019,9537802.27,7944036.57,189481.03,110846,KHULNA,KHULNA,KOTWALI_KHULNA
700,AGRANI BANK PLC,11,SIR IQBAL ROAD,"15 Sir Iqbal Road, Khulna 9100","22.806874361436353, 89.56834183596757",23029,0.13%,2019,10404875.21,8666221.72,206706.58,110847,KHULNA,KHULNA,KOTWALI_KHULNA
701,AGRANI BANK PLC,11,SAMSUR RAHMAN ROAD,"Shamsur Rahman Road, Kotwali, Khulna 9100","22.81448675681017, 89.56081066780573",26867,0.16%,2019,12139021.07,10110592,241157.68,110848,KHULNA,KHULNA,KOTWALI_KHULNA
702,AGRANI BANK PLC,11,SHAIKHPURA BAZAR,"Fazlul Haque Pilot School, Terokhada, Khulna 9230","22.801391811818466, 89.57909260255404",52519,0.30%,2019,23728751.37,19763679.66,471402.97,110850,KHULNA,KHULNA,TEROKHADA
703,AGRANI BANK PLC,11,TEROKHADA,"Fazlul Haque Pilot School, Terokhada, Khulna 9230","22.93911686973844, 89.66828604089018",116709,0.68%,2019,52730558.61,43919288.14,1047562.16,110851,KHULNA,KHULNA,TEROKHADA
704,AGRANI BANK PLC,11,GOALPARA,"BIDC Road, Khalishpur, Khulna 9000","22.866625932570226, 89.54725850224541",65805,0.38%,2019,29731524.72,24763390.25,590655.99,110853,KHULNA,KHULNA,KHALISHPUR
705,AGRANI BANK PLC,11,PHULBARI GATE,"Phulbari Gate, Daulatpur, Khan Jahan Ali, Khulna 9202","22.897527346708504, 89.51009795067343",88659,0.51%,2019,40057224.34,33363666.62,795789.64,110854,KHULNA,KHULNA,KHAN JAHAN ALI
706,AGRANI BANK PLC,11,"KHULNA MEDICAL
COLLEGE & HOSPITAL","Medical College, Boyra, Sonadanga, Khulna 9100","22.823585310420327, 89.5526503434339",30974,0.18%,2019,13994532.75,11656047.89,278019.87,110855,KHULNA,KHULNA,SONADANGA
707,AGRANI BANK PLC,11,KHULNA UNIVERSITY,"University Campus, Khulna University, Batiagata, Khulna 9208","22.801238059383593, 89.53387656787005",25812,0.15%,2019,11662110.63,9713373.24,231683.22,110857,KHULNA,KHULNA,SONADANGA
708,AGRANI BANK PLC,11,ALLAHAR DARGAH,"Khan A Sobur Road, Daulatpur, Khulna 9202","22.818269736623147, 89.56013939055838",54765,0.32%,2019,24743336.5,20608727.72,491559.04,110861,KHULNA,KUSHTIA,DAULATPUR
709,AGRANI BANK PLC,11,BARAGANGDIA,"Khan A Sobur Road, Daulatpur, Khulna 9202","23.952434336070223, 88.87804171861409",68456,0.40%,2019,30929170.62,25760909.66,614448.8,110862,KHULNA,KUSHTIA,DAULATPUR
710,AGRANI BANK PLC,11,BHERAMARA,"Bheramara, Kushtia 7040","24.025075321072922, 88.9842987238821",200084,1.16%,2019,90400406.9,75294508.98,1795923.42,110863,KHULNA,KUSHTIA,BHERAMARA
711,AGRANI BANK PLC,11,KUSHTIA (BARA BAZAR),"NS Road, Bara Bazar, Kushtia 7000","24.35459035551745, 89.36420414494567",100971,0.58%,2019,45620099.7,37996986.13,906303.5,110864,KHULNA,KUSHTIA,KUSHTIA SADAR
712,AGRANI BANK PLC,11,DAULATPUR,"Khan A Sobur Road, Daulatpur, Khulna 9202","22.855092317612325, 89.5287399169836",456372,2.64%,2019,206194470.8,171739397.7,4096325.36,110865,KHULNA,KUSHTIA,DAULATPUR
713,AGRANI BANK PLC,11,GOLAPNAGAR BAZAR,"Bheramara, Kushtia 7040","24.094313478090196, 88.7969433992097",90038,0.52%,2019,40680183.1,33882529.04,808165.54,110866,KHULNA,KUSHTIA,BHERAMARA
714,AGRANI BANK PLC,11,KHALISHAKUNDI,"Khan A Sobur Road, Daulatpur, Khulna 9202","22.863261635171092, 89.54643321375028",91274,0.53%,2019,41238894.16,34347879.54,819265.07,110867,KHULNA,KUSHTIA,DAULATPUR
715,AGRANI BANK PLC,11,KUMARKHALI,"Kumarkhali, Kushtia 7010","23.85756836244159, 89.23884649161619",328457,1.90%,2019,148400903.9,123603129.4,2948179.86,110868,KHULNA,KUSHTIA,KUMARKHALI
716,AGRANI BANK PLC,11,MATHURAPUR,"Khan A Sobur Road, Daulatpur, Khulna 9202","22.86822246513469, 89.5264291356414",63892,0.37%,2019,28867225.91,24043515.68,573485.55,110869,KHULNA,KUSHTIA,DAULATPUR
717,AGRANI BANK PLC,11,MIRPUR,"Mirpur New Market, Dhaka","23.79837338470673, 90.35354388618607",632664,1.74%,2019,242340193.7,201845174.4,4814407.86,110870,KHULNA,KUSHTIA,MIRPUR
718,AGRANI BANK PLC,11,MOZAMPUR,"Mazampur, Kushtia Sadar, Kushtia 7000","23.91013839373099, 89.12461606585943",84143,0.49%,2019,38016749.75,31664155.1,755252.92,110871,KHULNA,KUSHTIA,KUSHTIA SADAR
719,AGRANI BANK PLC,11,NEW MARKET,"886/904 HS Sohrawardy Road, Kotwali, Chittagong 4000","23.77484703441177, 90.3648140254482",66439,0.18%,2019,25449275.02,21196704,505583.44,110872,KHULNA,KUSHTIA,KUSHTIA SADAR
720,AGRANI BANK PLC,11,PANTI,"Kumarkhali, Kushtia 7010","23.8581375393797, 89.2390503616604",108391,0.63%,2019,48972298.27,40789032.69,972899.35,110873,KHULNA,KUSHTIA,KUMARKHALI
721,AGRANI BANK PLC,11,PRAGPUR,"Khan A Sobur Road, Daulatpur, Khulna 9202","24.004829098736206, 88.76542746974842",54765,0.32%,2019,24743336.5,20608727.72,491559.04,110874,KHULNA,KUSHTIA,DAULATPUR
722,AGRANI BANK PLC,11,PATIKABARI,"Patikabari, Kushtia 7031","23.793055840631048, 89.00369314540885",5077,0.03%,2019,2293724.4,1910443.31,45567.86,110875,KHULNA,KUSHTIA,ISLAMI UNIVERSITY
723,AGRANI BANK PLC,11,S.C.B. ROAD,"SC Benarjee Road, Bara Bazar, Kushtia 7000","23.90484274357783, 89.14050485553156",72924,0.42%,2019,32947849.79,27442267.76,654552.53,110876,KHULNA,KUSHTIA,KUSHTIA SADAR
724,AGRANI BANK PLC,11,SHELAIDAH,"Kumarkhali, Kushtia 7010","23.810086669489856, 89.27978715958736",105106,0.61%,2019,47488289.24,39553001.4,943417.55,110877,KHULNA,KUSHTIA,KUMARKHALI
725,AGRANI BANK PLC,11,STATION ROAD,"JM Sengupta Road, Chandpur 3600","23.218634396514812, 90.66538375438712",65229,0.23%,2019,24491461.12,20398940.69,486555.21,110878,KHULNA,KUSHTIA,KUSHTIA SADAR
726,AGRANI BANK PLC,11,THANAPARA,"NS Road, Thanapara, Kushtia 7000","23.90861068956095, 89.1308310910577",123409,0.71%,2019,55757899.64,46440760.82,1107704.28,110879,KHULNA,KUSHTIA,KUSHTIA SADAR
727,AGRANI BANK PLC,11,UJANGRAM,"Ujangram, Kushtia 7002","23.91006092745534, 89.12512334583806",4923,0.03%,2019,2224217.6,1852551.09,44187.02,110880,KHULNA,KUSHTIA,ISLAMI UNIVERSITY
728,AGRANI BANK PLC,11,ISLAMIC UNIVERSITY,"Islamic University, Santidanga, Kushtia 7003","23.733876794200363, 89.14905592290758",5384,0.03%,2019,2432738,2026227.75,48329.55,110881,KHULNA,KUSHTIA,ISLAMI UNIVERSITY
729,AGRANI BANK PLC,11,ICHAKHADA,"Ichakhada, Magura 7600","23.501981605043962, 89.4164261554117",85275,0.49%,2019,38528472.33,32090368.9,765418.96,110890,KHULNA,MAGURA,MAGURA SADAR
730,AGRANI BANK PLC,11,MAGURA,"Magura Sadar, Magura 7600","23.489214068850394, 89.41642559737211",55429,0.32%,2019,25043507.02,20858739.78,497522.33,110891,KHULNA,MAGURA,MAGURA SADAR
731,AGRANI BANK PLC,11,HAJIPUR,"Hazipur, Magura Sadar, Magura 7600","23.504709533826873, 89.4224785179268",63957,0.37%,2019,28896354.25,24067776.67,574064.22,110892,KHULNA,MAGURA,MAGURA SADAR
732,AGRANI BANK PLC,11,VAINAR MORE,"Bhainar Road, Jhenaidah 7600","23.546481080229395, 89.17280674433098",93803,0.54%,2019,42381319.57,35299405.79,841960.86,110893,KHULNA,MAGURA,MAGURA SADAR
733,AGRANI BANK PLC,11,BEROIL PALITA,"Beroil Palita, Magura Sadar, Magura 7600","23.463544016442512, 89.31446172199415",76748,0.44%,2019,34675625.1,28881332.01,688877.07,110894,KHULNA,MAGURA,MAGURA SADAR
734,AGRANI BANK PLC,11,MUJIBNAGAR,"Meherpur Sadar, Meherpur 7100","23.77414483640107, 88.6313665467262",246875,1.43%,2019,111540974.3,92902489.88,2215908.7,110896,KHULNA,MEHERPUR,MEHERPUR
735,AGRANI BANK PLC,11,BAMUNDI,"Hatboalia Road, Gangni, Meherpur","23.823461245963095, 88.75409498258414",164784,0.95%,2019,74451365.88,62010550.93,1479074.67,110897,KHULNA,MEHERPUR,GANGNI
736,AGRANI BANK PLC,11,MEHERPUR,"Meherpur Sadar, Meherpur 7100","23.774154654805532, 88.63137727556243",705356,4.08%,2019,318688497.9,265435685.4,6331167.71,110898,KHULNA,MEHERPUR,MEHERPUR
737,AGRANI BANK PLC,11,BAMONPARA,"Meherpur Sadar, Meherpur 7100","23.7550794667776, 88.63091407545879",225714,1.31%,2019,101980319.3,84939419.32,2025973.67,110899,KHULNA,MEHERPUR,MEHERPUR
738,AGRANI BANK PLC,11,LOHAGORA,"Kalia Road, Lohagara, Narail 7511","23.120269360308342, 89.54735043904026",228594,1.32%,2019,103281574.8,86023235.17,2051824.82,110905,KHULNA,NARAIL,LOHAGORA
739,AGRANI BANK PLC,11,GAZIRHAT,"Kalia, Narail 7520","23.171724727726314, 89.49930329141229",68947,0.40%,2019,31151055.63,25945717.7,618856.84,110906,KHULNA,NARAIL,KALIA
740,AGRANI BANK PLC,11,KALIA,"Kalia, Narail 7520","23.184306369602947, 89.40763597593639",220202,1.27%,2019,99489966.21,82865203.94,1976499.51,110907,KHULNA,NARAIL,KALIA
741,AGRANI BANK PLC,11,NARAIL,"Rupganj Bazar, Narail","23.167617769287148, 89.49944249966944",90048,0.52%,2019,40684683.15,33886277.13,808254.94,110908,KHULNA,NARAIL,NARAIL SADAR
742,AGRANI BANK PLC,11,RATANDANGA,"Ratandanga, Gorakhali, Narail 7500","23.168807563514076, 89.49929801927749",87319,0.51%,2019,39451813.97,32859420.25,783762.36,110909,KHULNA,NARAIL,NARAIL SADAR
743,AGRANI BANK PLC,11,JUGANIA,"Jugania, Naragati, Narail 7514","23.031859950347744, 89.72831429289072",56025,0.32%,2019,25312782.61,21083019.46,502871.84,110910,KHULNA,NARAIL,NARAGATI
744,AGRANI BANK PLC,11,AURIA,"Auria, Narail Sadar, Narail 7500","23.020542401947623, 89.75049815332665",95505,0.55%,2019,43150421.53,35939990.9,857240.09,110911,KHULNA,NARAIL,NARAIL SADAR
745,AGRANI BANK PLC,11,KALABARIA,"Kalabaria, Noragati, Narail 7520","23.0110626046234, 89.68595347455764",68475,0.40%,2019,30937845.42,25768134.89,614621.14,110912,KHULNA,NARAIL,NARAGATI
746,AGRANI BANK PLC,11,BAUPHAL,"Bazar Road, Bauphal, Patuakhali 8620","22.425860767734957, 90.53017594082993",121714,1.57%,2019,53374766.53,44455848.99,1060360.2,110915,BARISHAL,PATUAKHALI,BAWPHAL
747,AGRANI BANK PLC,11,DASHMINA,"Sadar Road, Dashmina, Patuakhali 8630","22.28296005372074, 90.55910913902359",123388,1.59%,2019,54109037.05,45067422.99,1074947.45,110916,BARISHAL,PATUAKHALI,DASHMINA
748,AGRANI BANK PLC,11,KANAKDIA,"Kanakdia Bazar, Kanakdia, Bauphal, Patuakhali 8620","22.474697554243967, 90.38080167978453",182570,2.35%,2019,80062149.79,66683773.48,1590540.29,110917,BARISHAL,PATUAKHALI,BAWPHAL
749,AGRANI BANK PLC,11,KHEPUPARA,"Sadar Road, Khepupara, Kalapara, Patuakhali 8650","22.429006477622107, 90.5600161601964",95132,1.22%,2019,41718178.08,34747075.17,828786.68,110918,BARISHAL,PATUAKHALI,KALAPARA
750,AGRANI BANK PLC,11,MIRZAGANJ,"Mirzaganj Bazar, Patuakhali 8610","22.37026785798183, 90.34420316818475",121716,1.57%,2019,53375818.99,44456725.59,1060381.11,110919,BARISHAL,PATUAKHALI,MIRJAGANJ
